Invoice_No,Invoice_Date,Customer_ID,Product,Quantity,Unit_Price,Country
INV500662,2025-02-28 00:00:00,CUST1065,Mini Tripod,2,12.85,India
INV500662,2025-02-28 00:00:00,CUST1065,HDMI Cable,2,9.22,India
INV500662,2025-02-28 00:00:00,CUST1065,Smartwatch Strap,4,13.86,India
INV500722,2025-02-28 00:00:00,CUST1071,Backpack,3,37.67,India
INV500722,2025-02-28 00:00:00,CUST1071,Mini Tripod,3,9.85,UAE
INV502864,2025-02-28 00:00:00,CUST1290,Webcam,2,54.31,Singapore
INV502864,2025-02-28 00:00:00,CUST1290,Gaming Mouse Pad,3,19.79,India
INV503273,2025-02-28 00:00:00,CUST1330,Wireless Mouse,2,18.33,UAE
INV503603,2025-02-28 00:00:00,CUST1367,Portable SSD,4,94.32,Singapore
INV503603,2025-02-28 00:00:00,CUST1367,Portable SSD,2,101.92,India
INV503776,2025-02-28 00:00:00,CUST1386,Webcam,3,47.3,Singapore
INV503776,2025-02-28 00:00:00,CUST1386,Desk Lamp,4,27.28,United Kingdom
INV500215,2025-03-01 00:00:00,CUST1019,Desk Lamp,2,24.46,United Kingdom
INV500215,2025-03-01 00:00:00,CUST1019,Portable SSD,1,87.14,India
INV500215,2025-03-01 00:00:00,CUST1019,Gaming Mouse Pad,3,15.77,Singapore
INV500992,2025-03-01 00:00:00,CUST1097,Mechanical Keyboard,3,62.68,India
INV501189,2025-03-01 00:00:00,CUST1120,Fitness Band,3,34.82,India
INV501189,2025-03-01 00:00:00,CUST1120,USB-C Hub,3,36.64,UAE
INV502446,2025-03-01 00:00:00,CUST1249,Mini Tripod,1,13.04,India
INV502446,2025-03-01 00:00:00,CUST1249,Notebook Set,2,7.62,India
INV503519,2025-03-01 00:00:00,CUST1357,Power Bank,2,27.2,India
INV503519,2025-03-01 00:00:00,CUST1357,Backpack,3,41.37,Singapore
INV500012,2025-03-02 00:00:00,CUST1002,Phone Case,2,12.52,UAE
INV500012,2025-03-02 00:00:00,CUST1002,Gaming Mouse Pad,2,22.47,India
INV500793,2025-03-02 00:00:00,CUST1078,USB-C Hub,2,24.27,India
INV500793,2025-03-02 00:00:00,CUST1078,Power Bank,2,23.03,United Kingdom
INV501483,2025-03-02 00:00:00,CUST1149,Mini Tripod,1,13.1,UAE
INV503780,2025-03-02 00:00:00,CUST1386,Laptop Stand,4,37.54,India
INV503780,2025-03-02 00:00:00,CUST1386,Smartwatch Strap,3,12.65,India
INV503780,2025-03-02 00:00:00,CUST1386,HDMI Cable,4,10.14,India
INV500957,2025-03-03 00:00:00,CUST1095,Laptop Stand,6,48.55,United Kingdom
INV500957,2025-03-03 00:00:00,CUST1095,Desk Lamp,3,36.42,UAE
INV501060,2025-03-03 00:00:00,CUST1105,Smartwatch Strap,3,13.5,India
INV501759,2025-03-03 00:00:00,CUST1177,Mechanical Keyboard,4,91.14,UAE
INV502299,2025-03-03 00:00:00,CUST1232,Headphones,4,48.45,United Kingdom
INV502299,2025-03-03 00:00:00,CUST1232,Power Bank,1,30.08,India
INV502623,2025-03-03 00:00:00,CUST1268,Webcam,1,46.27,India
INV502623,2025-03-03 00:00:00,CUST1268,Headphones,4,45.73,India
INV503808,2025-03-03 00:00:00,CUST1388,Portable SSD,3,87.75,United Kingdom
INV502820,2025-03-04 00:00:00,CUST1287,Power Bank,4,28.79,India
INV502820,2025-03-04 00:00:00,CUST1287,Phone Case,4,10.41,United Kingdom
INV502820,2025-03-04 00:00:00,CUST1287,Mechanical Keyboard,4,56.11,United Kingdom
INV502841,2025-03-04 00:00:00,CUST1288,Wireless Mouse,4,24.78,Singapore
INV503822,2025-03-04 00:00:00,,Headphones,1,46.83,India
INV503822,2025-03-04 00:00:00,CUST1391,Power Bank,2,28.0,India
INV500121,2025-03-05 00:00:00,CUST1010,Power Bank,2,34.73,India
INV500121,2025-03-05 00:00:00,CUST1010,Fitness Band,3,48.54,India
INV500412,2025-03-05 00:00:00,CUST1041,HDMI Cable,2,8.41,India
INV500412,2025-03-05 00:00:00,CUST1041,USB-C Hub,2,27.5,India
INV500622,2025-03-05 00:00:00,CUST1059,Wireless Mouse,1,18.24,India
INV502796,2025-03-05 00:00:00,CUST1285,Smartwatch Strap,1,12.17,India
INV502796,2025-03-05 00:00:00,CUST1285,Charging Cable,2,6.75,UAE
INV502796,2025-03-05 00:00:00,CUST1285,Mechanical Keyboard,4,53.99,India
INV500150,2025-03-06 00:00:00,CUST1012,Mechanical Keyboard,1,53.56,India
INV500150,2025-03-06 00:00:00,CUST1012,Gaming Mouse Pad,3,15.99,India
INV501119,2025-03-06 00:00:00,CUST1111,Webcam,3,41.62,Singapore
INV501119,2025-03-06 00:00:00,CUST1111,Power Bank,3,28.18,India
INV503412,2025-03-06 00:00:00,CUST1345,Smartwatch Strap,1,13.8,India
INV500199,2025-03-07 00:00:00,CUST1017,Portable SSD,2,88.16,India
INV500199,2025-03-07 00:00:00,CUST1017,Backpack,3,36.37,United Kingdom
INV500199,2025-03-07 00:00:00,CUST1017,Power Bank,2,29.52,United Kingdom
INV502210,2025-03-07 00:00:00,CUST1222,Desk Lamp,1,26.09,India
INV502811,2025-03-07 00:00:00,CUST1286,Notebook Set,4,6.58,India
INV503459,2025-03-07 00:00:00,CUST1350,HDMI Cable,4,9.7,UAE
INV501163,2025-03-08 00:00:00,CUST1116,Mechanical Keyboard,3,47.95,United Kingdom
INV501163,2025-03-08 00:00:00,CUST1116,Fitness Band,4,31.33,India
INV501472,2025-03-08 00:00:00,CUST1146,Mechanical Keyboard,3,64.51,India
INV502280,2025-03-08 00:00:00,CUST1231,Notebook Set,4,10.73,UAE
INV502280,2025-03-08 00:00:00,CUST1231,Fitness Band,6,43.28,India
INV500059,2025-03-09 00:00:00,CUST1005,Laptop Stand,2,28.85,India
INV500059,2025-03-09 00:00:00,CUST1005,Smartwatch Strap,3,10.78,India
INV500349,2025-03-09 00:00:00,CUST1029,USB-C Hub,2,34.9,UAE
INV500759,2025-03-09 00:00:00,CUST1074,Water Bottle,2,16.77,India
INV500759,2025-03-09 00:00:00,CUST1074,HDMI Cable,3,9.98,India
INV500759,2025-03-09 00:00:00,CUST1074,Headphones,4,56.23,India
INV501066,2025-03-09 00:00:00,CUST1106,Laptop Stand,2,35.58,India
INV501333,2025-03-09 00:00:00,CUST1134,Power Bank,3,28.55,India
INV501558,2025-03-09 00:00:00,CUST1157,Headphones,4,57.66,India
INV503600,2025-03-09 00:00:00,CUST1367,Mechanical Keyboard,4,63.29,Singapore
INV503600,2025-03-09 00:00:00,CUST1367,Backpack,4,43.22,India
INV500836,2025-03-10 00:00:00,CUST1082,Laptop Stand,3,28.76,Singapore
INV502206,2025-03-10 00:00:00,CUST1221,Webcam,3,51.99,India
INV502206,2025-03-10 00:00:00,CUST1221,Charging Cable,2,6.34,India
INV502206,2025-03-10 00:00:00,CUST1221,Smartwatch Strap,3,14.27,India
INV502342,2025-03-10 00:00:00,CUST1236,Wireless Mouse,3,31.7,Singapore
INV502504,2025-03-10 00:00:00,CUST1255,Power Bank,3,34.83,United Kingdom
INV502504,2025-03-10 00:00:00,CUST1255,Wireless Mouse,3,19.77,India
INV502504,2025-03-10 00:00:00,CUST1255,Desk Lamp,1,29.09,India
INV500633,2025-03-11 00:00:00,CUST1059,Headphones,3,55.52,India
INV500633,2025-03-11 00:00:00,CUST1059,Power Bank,4,27.46,India
INV501744,2025-03-11 00:00:00,CUST1175,USB-C Hub,2,30.59,India
INV502151,2025-03-11 00:00:00,CUST1214,Laptop Stand,4,31.6,Singapore
INV502275,2025-03-11 00:00:00,CUST1231,Bluetooth Speaker,4,51.89,India
INV502275,2025-03-11 00:00:00,CUST1231,HDMI Cable,5,10.58,United Kingdom
INV502275,2025-03-11 00:00:00,CUST1231,HDMI Cable,6,10.76,India
INV503587,2025-03-11 00:00:00,CUST1365,HDMI Cable,1,9.01,India
INV500070,2025-03-12 00:00:00,CUST1007,Wireless Mouse,1,21.89,Singapore
INV500070,2025-03-12 00:00:00,CUST1007,Backpack,4,41.75,India
INV500070,2025-03-12 00:00:00,CUST1007,Fitness Band,1,37.7,India
INV501130,2025-03-12 00:00:00,CUST1112,Bluetooth Speaker,2,43.35,India
INV502387,2025-03-12 00:00:00,CUST1241,Webcam,1,40.94,India
INV502387,2025-03-12 00:00:00,CUST1241,USB-C Hub,4,26.05,India
INV501197,2025-03-13 00:00:00,CUST1121,Headphones,1,44.51,India
INV501197,2025-03-13 00:00:00,CUST1121,Mini Tripod,3,11.65,United Kingdom
INV502904,2025-03-13 00:00:00,CUST1294,Power Bank,1,24.41,India
INV501296,2025-03-14 00:00:00,CUST1131,Water Bottle,3,15.12,Singapore
INV501383,2025-03-14 00:00:00,CUST1137,Notebook Set,3,10.22,Singapore
INV501447,2025-03-14 00:00:00,CUST1144,Backpack,4,36.72,India
INV501447,2025-03-14 00:00:00,CUST1144,Desk Lamp,3,20.37,India
INV501447,2025-03-14 00:00:00,CUST1144,Webcam,2,36.71,India
INV501830,2025-03-14 00:00:00,CUST1183,Notebook Set,2,8.42,United Kingdom
INV503493,2025-03-14 00:00:00,CUST1354,Headphones,3,72.59,India
INV503493,2025-03-14 00:00:00,CUST1354,Gaming Mouse Pad,4,21.46,United Kingdom
INV503723,2025-03-14 00:00:00,CUST1379,Wireless Mouse,3,18.86,Singapore
INV503723,2025-03-14 00:00:00,CUST1379,Backpack,2,35.9,United Kingdom
INV501093,2025-03-15 00:00:00,CUST1108,Headphones,3,52.77,UAE
INV502008,2025-03-15 00:00:00,CUST1200,Webcam,2,52.38,United Kingdom
INV502008,2025-03-15 00:00:00,CUST1200,Fitness Band,1,37.64,UAE
INV502008,2025-03-15 00:00:00,CUST1200,Gaming Mouse Pad,4,16.74,India
INV502588,2025-03-15 00:00:00,CUST1263,Bluetooth Speaker,3,48.37,United Kingdom
INV502588,2025-03-15 00:00:00,CUST1263,Phone Case,2,11.87,UAE
INV502713,2025-03-15 00:00:00,CUST1276,Desk Lamp,6,29.42,India
INV502713,2025-03-15 00:00:00,CUST1276,Smartwatch Strap,4,16.14,Singapore
INV503471,2025-03-15 00:00:00,CUST1353,Power Bank,4,24.71,India
INV503471,2025-03-15 00:00:00,CUST1353,Backpack,2,33.81,UAE
INV502028,2025-03-16 00:00:00,CUST1202,Wireless Mouse,2,17.21,UAE
INV502028,2025-03-16 00:00:00,CUST1202,Gaming Mouse Pad,1,16.28,India
INV503278,2025-03-16 00:00:00,CUST1331,Power Bank,3,23.76,India
INV503419,2025-03-16 00:00:00,CUST1346,Mini Tripod,3,10.71,India
INV503419,2025-03-16 00:00:00,CUST1346,Headphones,1,47.78,Singapore
INV503419,2025-03-16 00:00:00,CUST1346,Notebook Set,3,6.72,Singapore
INV503824,2025-03-16 00:00:00,CUST1391,Mechanical Keyboard,4,55.42,UAE
INV503824,2025-03-16 00:00:00,CUST1391,Smartwatch Strap,2,12.47,India
INV500188,2025-03-17 00:00:00,CUST1015,Mini Tripod,1,11.69,UAE
INV500231,2025-03-17 00:00:00,CUST1020,Smartwatch Strap,4,17.31,India
INV501062,2025-03-17 00:00:00,CUST1105,Desk Lamp,2,23.98,India
INV501062,2025-03-17 00:00:00,CUST1105,Portable SSD,4,90.95,India
INV501336,2025-03-17 00:00:00,CUST1134,Fitness Band,3,33.89,United Kingdom
INV501336,2025-03-17 00:00:00,CUST1134,Fitness Band,3,33.64,India
INV501400,2025-03-17 00:00:00,CUST1140,Charging Cable,4,8.09,India
INV501400,2025-03-17 00:00:00,CUST1140,Smartwatch Strap,3,16.63,United Kingdom
INV501707,2025-03-17 00:00:00,CUST1170,Portable SSD,5,123.87,India
INV501707,2025-03-17 00:00:00,CUST1170,Mini Tripod,5,17.93,India
INV502014,2025-03-17 00:00:00,CUST1200,Laptop Stand,4,33.73,India
INV502172,2025-03-17 00:00:00,CUST1217,Notebook Set,1,7.56,UAE
INV502172,2025-03-17 00:00:00,CUST1217,Desk Lamp,3,20.99,Singapore
INV502172,2025-03-17 00:00:00,CUST1217,Laptop Stand,3,29.9,India
INV502271,2025-03-17 00:00:00,CUST1230,Wireless Mouse,3,16.48,Singapore
INV502271,2025-03-17 00:00:00,CUST1230,Power Bank,2,25.14,Singapore
INV503636,2025-03-17 00:00:00,CUST1370,Desk Lamp,3,22.45,Singapore
INV503636,2025-03-17 00:00:00,CUST1370,Notebook Set,2,6.74,United Kingdom
INV500360,2025-03-18 00:00:00,CUST1031,Laptop Stand,1,34.59,United Kingdom
INV500360,2025-03-18 00:00:00,CUST1031,USB-C Hub,1,32.25,India
INV500824,2025-03-18 00:00:00,CUST1081,Smartwatch Strap,2,13.37,India
INV500824,2025-03-18 00:00:00,CUST1081,Charging Cable,2,6.24,UAE
INV501619,2025-03-18 00:00:00,CUST1164,Wireless Mouse,3,16.26,India
INV502130,2025-03-18 00:00:00,CUST1212,Phone Case,1,9.0,UAE
INV502810,2025-03-18 00:00:00,CUST1286,Wireless Mouse,4,16.44,India
INV503237,2025-03-18 00:00:00,CUST1325,Fitness Band,6,52.99,United Kingdom
INV503460,2025-03-18 00:00:00,CUST1351,Portable SSD,1,80.17,India
INV503460,2025-03-18 00:00:00,CUST1351,Phone Case,2,10.59,India
INV500968,2025-03-19 00:00:00,CUST1095,Notebook Set,5,10.16,India
INV502737,2025-03-19 00:00:00,CUST1277,Smartwatch Strap,3,17.86,India
INV502737,2025-03-19 00:00:00,CUST1277,Gaming Mouse Pad,3,23.08,Singapore
INV502737,2025-03-19 00:00:00,CUST1277,Desk Lamp,3,33.71,United Kingdom
INV500291,2025-03-20 00:00:00,CUST1026,Headphones,1,48.97,India
INV500291,2025-03-20 00:00:00,CUST1026,Headphones,4,54.94,Singapore
INV500291,2025-03-20 00:00:00,CUST1026,Water Bottle,1,14.96,India
INV501284,2025-03-20 00:00:00,CUST1130,Webcam,1,51.74,India
INV501822,2025-03-20 00:00:00,CUST1181,Webcam,1,48.35,Singapore
INV501822,2025-03-20 00:00:00,CUST1181,HDMI Cable,3,9.8,India
INV501822,2025-03-20 00:00:00,CUST1181,Gaming Mouse Pad,3,16.82,United Kingdom
INV502794,2025-03-20 00:00:00,CUST1285,Power Bank,2,28.14,India
INV502794,2025-03-20 00:00:00,CUST1285,Mini Tripod,1,12.2,UAE
INV502794,2025-03-20 00:00:00,CUST1285,Mechanical Keyboard,4,52.44,India
INV500448,2025-03-21 00:00:00,CUST1043,Mini Tripod,2,12.94,United Kingdom
INV501103,2025-03-21 00:00:00,CUST1109,Webcam,4,50.7,India
INV502677,2025-03-21 00:00:00,CUST1275,Notebook Set,6,9.46,United Kingdom
INV502677,2025-03-21 00:00:00,CUST1275,Charging Cable,5,7.64,UAE
INV502759,2025-03-21 00:00:00,CUST1279,Charging Cable,3,6.11,United Kingdom
INV502803,2025-03-21 00:00:00,CUST1286,Mechanical Keyboard,3,49.52,UAE
INV502803,2025-03-21 00:00:00,CUST1286,Mechanical Keyboard,3,44.87,UAE
INV503768,2025-03-21 00:00:00,CUST1385,Webcam,3,53.51,United Kingdom
INV503768,2025-03-21 00:00:00,CUST1385,Mechanical Keyboard,4,66.12,India
INV503768,2025-03-21 00:00:00,CUST1385,Fitness Band,1,39.0,India
INV500239,2025-03-22 00:00:00,CUST1020,Water Bottle,6,19.24,Singapore
INV500239,2025-03-22 00:00:00,CUST1020,Phone Case,3,13.1,UAE
INV500563,2025-03-22 00:00:00,CUST1051,Notebook Set,2,7.44,UAE
INV502030,2025-03-22 00:00:00,CUST1203,Phone Case,3,8.89,India
INV501178,2025-03-23 00:00:00,CUST1119,HDMI Cable,2,7.93,India
INV501178,2025-03-23 00:00:00,CUST1119,Phone Case,3,7.89,India
INV501609,2025-03-23 00:00:00,CUST1162,Power Bank,1,22.19,India
INV501609,2025-03-23 00:00:00,CUST1162,Water Bottle,3,13.01,Singapore
INV503747,2025-03-23 00:00:00,CUST1383,Water Bottle,2,16.04,India
INV503747,2025-03-23 00:00:00,CUST1383,Headphones,3,58.94,India
INV500320,2025-03-24 00:00:00,CUST1027,Wireless Mouse,2,25.74,Singapore
INV500353,2025-03-24 00:00:00,CUST1029,Power Bank,4,33.03,Singapore
INV500353,2025-03-24 00:00:00,CUST1029,Wireless Mouse,1,21.26,India
INV502984,2025-03-24 00:00:00,CUST1301,Fitness Band,3,31.46,India
INV502984,2025-03-24 00:00:00,CUST1301,Phone Case,1,7.97,United Kingdom
INV503443,2025-03-24 00:00:00,CUST1348,Wireless Mouse,4,17.4,India
INV503443,2025-03-24 00:00:00,CUST1348,USB-C Hub,3,25.68,UAE
INV500198,2025-03-25 00:00:00,CUST1017,Backpack,3,38.94,India
INV500198,2025-03-25 00:00:00,CUST1017,Charging Cable,2,6.4,United Kingdom
INV500198,2025-03-25 00:00:00,CUST1017,Power Bank,4,27.42,India
INV500260,2025-03-25 00:00:00,CUST1023,Fitness Band,1,36.94,United Kingdom
INV501295,2025-03-25 00:00:00,CUST1131,Notebook Set,3,7.36,India
INV501449,2025-03-25 00:00:00,CUST1144,Mini Tripod,2,11.1,India
INV501449,2025-03-25 00:00:00,CUST1144,Headphones,1,48.82,UAE
INV502577,2025-03-25 00:00:00,CUST1262,Notebook Set,4,7.89,Singapore
INV502672,2025-03-25 00:00:00,CUST1273,Webcam,3,47.3,India
INV503781,2025-03-25 00:00:00,CUST1386,USB-C Hub,2,34.6,United Kingdom
INV503781,2025-03-25 00:00:00,CUST1386,Mechanical Keyboard,3,58.33,India
INV503781,2025-03-25 00:00:00,CUST1386,Laptop Stand,2,33.43,Singapore
INV501157,2025-03-26 00:00:00,CUST1115,Bluetooth Speaker,1,38.07,UAE
INV501157,2025-03-26 00:00:00,CUST1115,Headphones,4,47.76,UAE
INV501753,2025-03-26 00:00:00,CUST1176,USB-C Hub,4,25.2,UAE
INV501753,2025-03-26 00:00:00,CUST1176,Phone Case,3,8.93,India
INV501753,2025-03-26 00:00:00,CUST1176,Laptop Stand,3,31.1,India
INV502157,2025-03-26 00:00:00,CUST1215,HDMI Cable,4,8.13,India
INV502354,2025-03-26 00:00:00,CUST1237,Notebook Set,1,8.13,Singapore
INV502354,2025-03-26 00:00:00,CUST1237,Webcam,2,45.02,India
INV502354,2025-03-26 00:00:00,CUST1237,Laptop Stand,3,35.43,India
INV502567,2025-03-26 00:00:00,CUST1261,HDMI Cable,3,10.55,India
INV502567,2025-03-26 00:00:00,CUST1261,Desk Lamp,4,27.81,India
INV502622,2025-03-26 00:00:00,CUST1268,Water Bottle,2,13.31,India
INV502622,2025-03-26 00:00:00,CUST1268,Phone Case,1,10.3,Singapore
INV502622,2025-03-26 00:00:00,CUST1268,Smartwatch Strap,4,11.54,India
INV502816,2025-03-26 00:00:00,CUST1287,Gaming Mouse Pad,2,16.53,India
INV502816,2025-03-26 00:00:00,CUST1287,HDMI Cable,1,8.26,India
INV503202,2025-03-26 00:00:00,CUST1323,Wireless Mouse,3,19.4,UAE
INV503202,2025-03-26 00:00:00,CUST1323,Power Bank,4,32.44,India
INV503202,2025-03-26 00:00:00,CUST1323,Charging Cable,2,7.3,India
INV500344,2025-03-27 00:00:00,CUST1028,Wireless Mouse,5,25.07,UAE
INV500799,2025-03-27 00:00:00,CUST1079,Water Bottle,4,13.23,India
INV500799,2025-03-27 00:00:00,CUST1079,Backpack,3,35.5,India
INV500799,2025-03-27 00:00:00,CUST1079,Mini Tripod,1,10.96,India
INV502664,2025-03-27 00:00:00,CUST1272,Desk Lamp,4,25.12,Singapore
INV502664,2025-03-27 00:00:00,CUST1272,Backpack,3,38.32,United Kingdom
INV501513,2025-03-28 00:00:00,CUST1151,Wireless Mouse,1,20.09,UAE
INV501781,2025-03-28 00:00:00,CUST1177,Desk Lamp,2,39.87,India
INV501781,2025-03-28 00:00:00,CUST1177,Laptop Stand,5,50.71,Singapore
INV502995,2025-03-28 00:00:00,CUST1302,Bluetooth Speaker,3,32.08,United Kingdom
INV503005,2025-03-28 00:00:00,CUST1303,HDMI Cable,2,9.75,Singapore
INV503005,2025-03-28 00:00:00,CUST1303,Fitness Band,4,34.86,India
INV500495,2025-03-29 00:00:00,CUST1046,Mini Tripod,1,15.05,India
INV500495,2025-03-29 00:00:00,CUST1046,Notebook Set,3,9.73,India
INV500495,2025-03-29 00:00:00,CUST1046,Portable SSD,1,109.56,India
INV500725,2025-03-29 00:00:00,CUST1071,Charging Cable,3,5.39,UAE
INV500725,2025-03-29 00:00:00,CUST1071,Webcam,1,42.12,India
INV501054,2025-03-29 00:00:00,CUST1105,USB-C Hub,4,31.41,India
INV501693,2025-03-29 00:00:00,CUST1170,Mechanical Keyboard,4,76.24,United Kingdom
INV502509,2025-03-29 00:00:00,CUST1256,USB-C Hub,4,30.17,India
INV502943,2025-03-29 00:00:00,CUST1298,Mechanical Keyboard,3,78.58,India
INV502943,2025-03-29 00:00:00,CUST1298,Notebook Set,5,8.83,India
INV503210,2025-03-29 00:00:00,CUST1324,Gaming Mouse Pad,4,17.55,India
INV503210,2025-03-29 00:00:00,CUST1324,HDMI Cable,3,9.34,India
INV503210,2025-03-29 00:00:00,CUST1324,Power Bank,3,28.62,India
INV501391,2025-03-30 00:00:00,CUST1139,Charging Cable,3,5.36,UAE
INV501391,2025-03-30 00:00:00,CUST1139,Phone Case,2,9.7,United Kingdom
INV501391,2025-03-30 00:00:00,CUST1139,HDMI Cable,1,7.61,India
INV502106,2025-03-30 00:00:00,CUST1208,Bluetooth Speaker,5,45.36,Singapore
INV502106,2025-03-30 00:00:00,CUST1208,USB-C Hub,2,34.54,India
INV502626,2025-03-30 00:00:00,CUST1268,Notebook Set,4,6.89,India
INV502626,2025-03-30 00:00:00,CUST1268,Bluetooth Speaker,2,40.5,India
INV502626,2025-03-30 00:00:00,CUST1268,Headphones,4,51.66,UAE
INV503241,2025-03-30 00:00:00,CUST1327,Charging Cable,1,5.42,India
INV503241,2025-03-30 00:00:00,CUST1327,Bluetooth Speaker,2,38.46,UAE
INV500805,2025-03-31 00:00:00,CUST1079,Phone Case,2,10.27,India
INV502219,2025-03-31 00:00:00,CUST1224,USB-C Hub,3,23.88,India
INV502219,2025-03-31 00:00:00,CUST1224,Notebook Set,2,5.52,UAE
INV502219,2025-03-31 00:00:00,CUST1224,Charging Cable,2,5.19,India
INV502824,2025-03-31 00:00:00,CUST1288,Power Bank,3,38.53,UAE
INV502824,2025-03-31 00:00:00,CUST1288,Portable SSD,5,124.13,India
INV503819,2025-03-31 00:00:00,CUST1391,Power Bank,3,25.58,India
INV500568,2025-04-01 00:00:00,CUST1052,Smartwatch Strap,2,11.39,United Kingdom
INV500568,2025-04-01 00:00:00,CUST1052,Smartwatch Strap,2,12.77,India
INV501236,2025-04-01 00:00:00,CUST1126,Fitness Band,1,39.87,Singapore
INV501236,2025-04-01 00:00:00,CUST1126,Headphones,1,51.79,India
INV501893,2025-04-01 00:00:00,CUST1189,Smartwatch Strap,1,12.06,UAE
INV501893,2025-04-01 00:00:00,CUST1189,Water Bottle,2,13.4,India
INV503695,2025-04-01 00:00:00,CUST1377,Gaming Mouse Pad,1,15.54,India
INV503695,2025-04-01 00:00:00,CUST1377,Smartwatch Strap,1,12.64,India
INV500068,2025-04-02 00:00:00,CUST1007,Mini Tripod,3,11.17,India
INV501910,2025-04-02 00:00:00,CUST1190,,2,41.99,India
INV502879,2025-04-02 00:00:00,CUST1291,Webcam,3,54.65,UAE
INV500116,2025-04-03 00:00:00,CUST1010,Phone Case,2,12.34,UAE
INV500116,2025-04-03 00:00:00,CUST1010,Backpack,4,51.97,UAE
INV501010,2025-04-03 00:00:00,CUST1100,Mini Tripod,3,12.97,Singapore
INV501010,2025-04-03 00:00:00,CUST1100,Webcam,3,52.57,UAE
INV501010,2025-04-03 00:00:00,CUST1100,Desk Lamp,4,24.29,Singapore
INV502624,2025-04-03 00:00:00,CUST1268,USB-C Hub,1,26.83,India
INV502624,2025-04-03 00:00:00,CUST1268,Power Bank,2,23.89,United Kingdom
INV501289,2025-04-04 00:00:00,CUST1131,Headphones,4,51.67,India
INV501289,2025-04-04 00:00:00,CUST1131,Fitness Band,4,34.5,India
INV501105,2025-04-05 00:00:00,CUST1109,Notebook Set,1,9.26,Singapore
INV501105,2025-04-05 00:00:00,CUST1109,Power Bank,2,34.64,Singapore
INV501105,2025-04-05 00:00:00,CUST1109,Phone Case,2,12.23,United Kingdom
INV502114,2025-04-05 00:00:00,CUST1209,Mini Tripod,4,10.98,UAE
INV502364,2025-04-05 00:00:00,CUST1238,Notebook Set,2,9.78,India
INV502658,2025-04-05 00:00:00,CUST1271,Backpack,2,38.39,India
INV502658,2025-04-05 00:00:00,CUST1271,Charging Cable,4,6.88,India
INV502658,2025-04-05 00:00:00,CUST1271,HDMI Cable,2,8.71,India
INV502773,2025-04-05 00:00:00,CUST1282,Mini Tripod,4,10.28,India
INV502773,2025-04-05 00:00:00,CUST1282,Mechanical Keyboard,2,54.11,India
INV503902,2025-04-05 00:00:00,CUST1400,Mechanical Keyboard,3,48.08,India
INV503719,2025-04-06 00:00:00,CUST1379,Desk Lamp,4,21.86,India
INV503719,2025-04-06 00:00:00,CUST1379,Bluetooth Speaker,4,43.84,India
INV503719,2025-04-06 00:00:00,CUST1379,HDMI Cable,1,8.31,India
INV500548,2025-04-07 00:00:00,CUST1048,Fitness Band,2,31.35,India
INV501047,2025-04-07 00:00:00,CUST1103,Water Bottle,2,13.26,India
INV501047,2025-04-07 00:00:00,CUST1103,Charging Cable,1,5.18,India
INV501203,2025-04-07 00:00:00,CUST1123,HDMI Cable,1,9.59,India
INV501203,2025-04-07 00:00:00,CUST1123,Wireless Mouse,2,20.27,India
INV502409,2025-04-07 00:00:00,CUST1244,Gaming Mouse Pad,1,16.07,India
INV502409,2025-04-07 00:00:00,CUST1244,HDMI Cable,2,7.71,United Kingdom
INV500374,2025-04-08 00:00:00,CUST1034,Fitness Band,1,29.38,UAE
INV500374,2025-04-08 00:00:00,CUST1034,Notebook Set,1,7.58,United Kingdom
INV501470,2025-04-08 00:00:00,CUST1146,Water Bottle,3,15.91,Singapore
INV501470,2025-04-08 00:00:00,CUST1146,Wireless Mouse,3,23.13,India
INV501470,2025-04-08 00:00:00,CUST1146,Webcam,1,51.96,United Kingdom
INV501561,2025-04-08 00:00:00,CUST1157,HDMI Cable,2,10.3,United Kingdom
INV502556,2025-04-08 00:00:00,CUST1259,Headphones,4,52.01,India
INV502556,2025-04-08 00:00:00,CUST1259,Water Bottle,3,15.65,India
INV503180,2025-04-08 00:00:00,CUST1321,Smartwatch Strap,3,14.31,India
INV503446,2025-04-08 00:00:00,CUST1349,Charging Cable,1,6.59,India
INV503446,2025-04-08 00:00:00,CUST1349,Fitness Band,1,29.13,India
INV503634,2025-04-08 00:00:00,CUST1370,Power Bank,4,26.11,India
INV503634,2025-04-08 00:00:00,CUST1370,Bluetooth Speaker,3,38.27,United Kingdom
INV503634,2025-04-08 00:00:00,CUST1370,Phone Case,1,9.65,Singapore
INV500333,2025-04-09 00:00:00,CUST1028,Headphones,2,71.7,India
INV500333,2025-04-09 00:00:00,CUST1028,USB-C Hub,6,45.79,UAE
INV501474,2025-04-09 00:00:00,CUST1146,Desk Lamp,3,26.75,India
INV501474,2025-04-09 00:00:00,CUST1146,Desk Lamp,3,25.54,India
INV501626,2025-04-09 00:00:00,CUST1164,Phone Case,4,8.19,India
INV501626,2025-04-09 00:00:00,CUST1164,Mini Tripod,1,10.08,United Kingdom
INV501626,2025-04-09 00:00:00,CUST1164,USB-C Hub,4,25.49,UAE
INV502513,2025-04-09 00:00:00,CUST1256,Desk Lamp,1,23.91,India
INV502513,2025-04-09 00:00:00,CUST1256,Portable SSD,1,90.52,Singapore
INV503257,2025-04-09 00:00:00,CUST1328,Gaming Mouse Pad,3,16.48,UAE
