Order_ID,Order_Date,Customer_ID,Age,Gender,Product,Category,Quantity,Unit_Price,Sales
ORD100823,2024-06-25,CUST1127,,Male,Office Chair,Home,1,21.18,21.18
ORD100880,2024-06-26,CUST1094,25.0,Female,Smartwatch,Electronics,1,950.91,950.91
ORD100043,2024-06-27,CUST1167,62.0,Female,Smartphone,Electronics,2,492.12,984.24
ORD100376,2024-06-27,CUST1029,50.0,Male,Office Chair,Home,1,320.46,320.46
ORD100128,2024-06-27,CUST1141,52.0,Male,Running Shoes,Sports,4,269.07,1076.28
ORD100666,2024-06-28,CUST1275,49.0,Female,Tablet,Electronics,1,1009.07,1009.07
ORD100794,2024-06-28,CUST1064,56.0,Male,T-Shirt,Clothing,1,142.72,142.72
ORD100464,2024-06-28,CUST1276,53.0,Female,Jeans,Clothing,3,150.54,451.62
ORD100798,2024-06-28,CUST1215,21.0,Female,Backpack,Clothing,1,86.3,86.3
ORD100936,2024-06-29,CUST1186,26.0,Female,Coffee Maker,Home,1,163.46,163.46
ORD100952,2024-06-30,CUST1219,57.0,Male,T-Shirt,Clothing,2,156.42,312.84
ORD100308,2024-06-30,CUST1346,61.0,Female,Bookshelf,Home,2,316.22,632.44
ORD100847,2024-06-30,CUST1031,65.0,Male,Smartphone,Electronics,2,407.2,814.4
ORD100649,2024-07-01,CUST1100,34.0,Male,Hair Dryer,Beauty,1,111.96,111.96
ORD100077,2024-07-01,CUST1162,55.0,Female,Hair Dryer,Beauty,2,40.14,80.28
ORD100047,2024-07-01,CUST1206,18.0,Male,Office Chair,Home,3,64.61,193.83
ORD101144,2024-07-02,CUST1106,64.0,Male,Sneakers,Clothing,1,102.75,102.75
ORD100125,2024-07-02,CUST1324,21.0,Female,Laptop,Electronics,4,1181.25,4725.0
ORD100434,2024-07-03,CUST1059,23.0,Male,Smartwatch,Electronics,1,683.4,683.4
ORD100826,2024-07-04,CUST1076,31.0,Male,Running Shoes,Sports,1,242.3,242.3
ORD100490,2024-07-05,CUST1181,50.0,Male,Running Shoes,Sports,4,150.49,601.96
ORD100870,2024-07-06,CUST1323,49.0,Male,Running Shoes,Sports,1,110.04,110.04
ORD100906,2024-07-07,CUST1077,64.0,Female,Football,Sports,1,64.05,64.05
ORD100011,2024-07-07,CUST1148,47.0,Female,Smartphone,Electronics,2,896.16,1792.32
ORD100304,2024-07-07,CUST1326,52.0,Male,Jeans,Clothing,1,179.95,179.95
ORD100119,2024-07-07,CUST1176,56.0,Female,Cricket Bat,Sports,3,81.74,245.22
ORD100591,2024-07-07,CUST1067,32.0,Male,Tablet,Electronics,3,758.89,2276.67
ORD100135,2024-07-09,CUST1258,33.0,Female,Cricket Bat,Sports,2,143.38,286.76
ORD100017,2024-07-09,CUST1047,28.0,Female,Office Chair,Home,2,55.94,111.88
ORD100477,2024-07-09,CUST1036,38.0,Female,Laptop,Electronics,2,694.97,1389.94
ORD100062,2024-07-10,CUST1133,37.0,Female,Vacuum Cleaner,Home,3,254.22,762.66
ORD100661,2024-07-10,CUST1313,59.0,Female,Coffee Maker,Home,3,315.82,947.46
ORD100685,2024-07-10,CUST1016,57.0,Male,Football,Sports,1,155.98,155.98
ORD100319,2024-07-11,CUST1257,51.0,Female,Tablet,Electronics,1,193.55,193.55
ORD101077,2024-07-11,CUST1188,60.0,Male,Bookshelf,Home,2,239.13,478.26
ORD101129,2024-07-11,CUST1313,35.0,Female,Vacuum Cleaner,Home,2,211.57,423.14
ORD100825,2024-07-12,CUST1244,30.0,Male,Sneakers,Clothing,2,31.15,62.3
ORD101186,2024-07-14,CUST1304,62.0,Male,Cricket Bat,Sports,3,187.54,562.62
ORD101183,2024-07-14,CUST1115,53.0,Male,Jacket,Clothing,2,76.43,152.86
ORD100924,2024-07-15,CUST1016,48.0,Male,Shampoo,Beauty,1,32.72,32.72
ORD100725,2024-07-15,CUST1186,21.0,Male,Backpack,Clothing,1,102.57,102.57
ORD100044,2024-07-15,CUST1204,36.0,Male,Football,Sports,2,123.16,246.32
ORD100331,2024-07-16,CUST1090,36.0,Male,Desk Lamp,Home,1,388.3,388.3
ORD101146,2024-07-16,CUST1237,29.0,Female,Cricket Bat,Sports,1,143.39,143.39
ORD100417,2024-07-16,CUST1251,23.0,Male,Vacuum Cleaner,Home,2,127.62,255.24
ORD100612,2024-07-17,CUST1297,19.0,Female,Shampoo,Beauty,4,14.33,57.32
ORD100497,2024-07-17,CUST1022,63.0,Male,T-Shirt,Clothing,3,90.91,272.73
ORD100997,2024-07-17,CUST1237,53.0,Male,Yoga Mat,Sports,4,239.4,957.6
ORD100035,2024-07-17,CUST1200,61.0,Female,Dumbbells,Sports,3,81.34,244.02
ORD100941,2024-07-18,CUST1181,30.0,Female,Desk Lamp,Home,2,294.4,588.8
ORD100600,2024-07-18,CUST1062,60.0,Male,Headphones,Electronics,4,785.67,3142.68
ORD100136,2024-07-18,CUST1249,24.0,Female,Vacuum Cleaner,Home,3,197.09,591.27
ORD101151,2024-07-19,CUST1286,26.0,Male,Hair Dryer,Beauty,1,14.08,14.08
ORD101182,2024-07-22,CUST1304,27.0,Female,Office Chair,Home,2,148.58,297.16
ORD100866,2024-07-22,CUST1025,23.0,Female,Sneakers,Clothing,1,112.94,112.94
ORD100639,2024-07-23,CUST1198,19.0,Female,Vacuum Cleaner,Home,1,381.91,381.91
ORD100559,2024-07-23,CUST1082,29.0,Female,Face Wash,Beauty,2,112.94,225.88
ORD100042,2024-07-24,CUST1004,57.0,Male,Jacket,Clothing,3,38.74,116.22
ORD101049,2024-07-24,CUST1166,39.0,Female,Yoga Mat,Sports,3,251.23,753.69
ORD100398,2024-07-24,CUST1067,54.0,Male,Bookshelf,Home,1,132.86,132.86
ORD101037,2024-07-25,CUST1015,59.0,Male,Office Chair,Home,3,350.96,1052.88
ORD100975,2024-07-25,CUST1241,46.0,Male,Smartwatch,Electronics,1,729.97,729.97
ORD100365,2024-07-25,CUST1336,21.0,Female,Yoga Mat,Sports,1,232.34,232.34
ORD100221,2024-07-27,CUST1082,46.0,Female,Jacket,Clothing,2,154.81,309.62
ORD100473,2024-07-27,CUST1035,50.0,Female,Laptop,Electronics,1,1126.13,1126.13
ORD100048,2024-07-27,CUST1150,60.0,Male,Jacket,Clothing,3,80.17,240.51
ORD100161,2024-07-27,CUST1336,30.0,Male,Coffee Maker,Home,1,275.04,275.04
ORD101199,2024-07-27,CUST1074,42.0,Female,Shampoo,Beauty,1,130.33,130.33
ORD100833,2024-07-28,CUST1158,34.0,Female,Smartwatch,Electronics,1,659.78,659.78
ORD101193,2024-07-28,CUST1039,65.0,Male,Office Chair,Home,1,174.76,174.76
ORD100418,2024-07-29,CUST1117,60.0,Male,Coffee Maker,Home,1,73.65,73.65
ORD101155,2024-07-29,CUST1175,19.0,Female,Jacket,Clothing,1,113.43,113.43
ORD100745,2024-07-30,CUST1052,32.0,Male,Tablet,Electronics,2,92.67,185.34
ORD100349,2024-07-30,CUST1031,54.0,Female,Desk Lamp,Home,2,246.82,493.64
ORD100806,2024-07-31,CUST1334,50.0,Male,Shampoo,Beauty,4,56.93,227.72
ORD100722,2024-08-01,CUST1330,41.0,Female,Laptop,Electronics,3,925.21,2775.63
ORD101023,2024-08-01,CUST1282,44.0,Female,Dumbbells,Sports,5,239.16,1195.8
ORD100958,2024-08-02,CUST1196,27.0,Male,Laptop,Electronics,1,674.38,674.38
ORD100998,2024-08-02,CUST1026,34.0,Female,Tablet,Electronics,2,517.15,1034.3
ORD100501,2024-08-02,CUST1300,22.0,Female,Sneakers,Clothing,3,10.49,31.47
ORD100104,2024-08-02,CUST1017,37.0,Female,Jeans,Clothing,2,14.27,28.54
ORD100273,2024-08-03,CUST1046,26.0,Male,Football,Sports,2,52.06,104.12
ORD100759,2024-08-03,CUST1210,51.0,Male,Yoga Mat,Sports,1,266.58,266.58
ORD100070,2024-08-03,CUST1017,28.0,Female,Cricket Bat,Sports,3,34.48,103.44
ORD100074,2024-08-04,CUST1297,60.0,Female,Face Wash,Beauty,1,48.3,48.3
ORD100827,2024-08-05,CUST1231,28.0,Male,Office Chair,Home,2,252.13,504.26
ORD100433,2024-08-06,CUST1016,18.0,Male,Jeans,Clothing,3,149.64,448.92
ORD100377,2024-08-06,CUST1305,29.0,Male,Perfume,Beauty,3,148.66,445.98
ORD100900,2024-08-06,CUST1254,59.0,Female,Smartwatch,Electronics,2,898.59,1797.18
ORD101110,2024-08-06,CUST1326,26.0,Female,Tablet,Electronics,2,1143.67,2287.34
ORD100950,2024-08-08,CUST1017,55.0,Male,Backpack,Clothing,1,24.33,24.33
ORD101102,2024-08-08,CUST1322,36.0,Male,Yoga Mat,Sports,1,280.94,280.94
ORD100896,2024-08-08,CUST1205,47.0,Female,Headphones,Electronics,1,642.86,642.86
ORD100126,2024-08-09,CUST1302,47.0,Male,Office Chair,Home,2,118.55,237.1
ORD100202,2024-08-09,CUST1165,62.0,Female,Tablet,Electronics,1,239.34,239.34
ORD100165,2024-08-11,CUST1259,44.0,Male,Headphones,Electronics,2,231.64,463.28
ORD100969,2024-08-13,CUST1007,33.0,Female,T-Shirt,Clothing,5,23.11,115.55
ORD100470,2024-08-13,CUST1001,43.0,Female,Yoga Mat,Sports,1,283.75,283.75
ORD100811,2024-08-13,CUST1323,18.0,Female,Yoga Mat,Sports,1,204.57,204.57
ORD100926,2024-08-13,CUST1029,59.0,Male,Tablet,Electronics,1,560.94,560.94
ORD101134,2024-08-14,CUST1163,18.0,Male,Smartphone,Electronics,3,515.3,1545.9
ORD100287,2024-08-15,CUST1084,48.0,Male,Jeans,Clothing,2,176.62,353.24
ORD100810,2024-08-16,CUST1321,37.0,,Smartphone,Electronics,3,287.54,862.62
ORD100522,2024-08-16,CUST1099,37.0,Female,Vacuum Cleaner,Home,4,237.98,951.92
ORD100301,2024-08-16,CUST1164,47.0,Female,Smartphone,Electronics,2,672.0,1344.0
ORD100149,2024-08-17,CUST1084,57.0,Female,Smartwatch,Electronics,4,548.7,2194.8
ORD101067,2024-08-18,CUST1075,34.0,Female,Smartphone,Electronics,1,656.99,656.99
ORD100799,2024-08-19,CUST1322,37.0,Female,Jacket,Clothing,4,37.03,148.12
ORD100087,2024-08-19,CUST1003,34.0,Male,Face Wash,Beauty,1,83.45,83.45
ORD100804,2024-08-19,CUST1029,63.0,Female,Backpack,Clothing,1,31.27,31.27
ORD100607,2024-08-20,CUST1300,28.0,Male,Smartphone,Electronics,1,840.4,840.4
ORD100754,2024-08-23,CUST1120,61.0,Male,Bookshelf,Home,3,293.4,880.2
ORD100207,2024-08-23,CUST1114,34.0,Male,Laptop,Electronics,2,1189.87,2379.74
ORD100898,2024-08-24,CUST1089,63.0,Male,Running Shoes,Sports,1,187.56,187.56
ORD100899,2024-08-24,CUST1256,48.0,Male,Tablet,Electronics,3,639.48,1918.44
ORD101139,2024-08-24,CUST1210,24.0,Male,Sneakers,Clothing,1,17.14,17.14
ORD100142,2024-08-24,CUST1171,56.0,Female,Desk Lamp,Home,3,221.75,665.25
ORD101130,2024-08-24,CUST1156,20.0,Female,Bookshelf,Home,1,330.93,330.93
ORD100712,2024-08-25,CUST1176,39.0,Male,Backpack,Clothing,2,132.26,264.52
ORD101115,2024-08-25,CUST1344,25.0,Female,Jacket,Clothing,1,79.38,79.38
ORD100659,2024-08-25,CUST1264,29.0,Female,Sneakers,Clothing,2,49.45,98.9
ORD101003,2024-08-26,CUST1255,29.0,Male,Yoga Mat,Sports,1,167.48,167.48
ORD100337,2024-08-28,CUST1097,35.0,Female,Football,Sports,1,101.2,101.2
ORD100776,2024-08-29,CUST1130,38.0,Female,Headphones,Electronics,2,295.77,591.54
ORD100668,2024-09-02,CUST1331,18.0,Female,Tablet,Electronics,1,477.3,477.3
ORD100765,2024-09-02,CUST1121,51.0,Female,Laptop,Electronics,4,522.49,2089.96
ORD101035,2024-09-02,CUST1100,43.0,Female,Smartphone,Electronics,1,901.34,901.34
ORD100002,2024-09-03,CUST1288,36.0,Male,Cricket Bat,Sports,3,39.85,119.55
ORD100562,2024-09-03,CUST1231,24.0,Female,Smartphone,Electronics,3,701.95,2105.85
ORD100192,2024-09-03,CUST1070,45.0,Female,Running Shoes,Sports,1,228.71,228.71
ORD101001,2024-09-03,CUST1199,47.0,Male,Laptop,Electronics,1,1007.03,1007.03
ORD100312,2024-09-04,CUST1026,49.0,Female,Headphones,Electronics,1,959.32,959.32
ORD100782,2024-09-04,CUST1139,33.0,Female,Jacket,Clothing,1,138.15,138.15
ORD100854,2024-09-06,CUST1002,,Female,Yoga Mat,Sports,1,294.84,294.84
ORD100986,2024-09-07,CUST1137,42.0,Male,Backpack,Clothing,2,177.9,355.8
ORD100267,2024-09-07,CUST1097,29.0,Female,Jeans,Clothing,1,167.36,167.36
ORD100836,2024-09-07,CUST1267,27.0,Male,Coffee Maker,Home,1,133.9,133.9
ORD100750,2024-09-09,CUST1034,58.0,Male,T-Shirt,Clothing,2,100.44,200.88
ORD100175,2024-09-09,CUST1200,26.0,Female,Backpack,Clothing,5,132.64,663.2
ORD100641,2024-09-10,CUST1188,55.0,Female,Smartwatch,Electronics,2,294.18,588.36
ORD100869,2024-09-10,CUST1169,19.0,Female,Dumbbells,Sports,2,38.92,77.84
ORD100855,2024-09-11,CUST1101,20.0,Female,Headphones,Electronics,1,768.47,768.47
ORD100887,2024-09-11,CUST1069,28.0,Female,Jacket,Clothing,1,86.52,86.52
ORD100907,2024-09-11,CUST1188,65.0,Female,Hair Dryer,Beauty,4,139.42,557.68
ORD100972,2024-09-11,CUST1016,28.0,Male,Dumbbells,Sports,1,136.06,136.06
ORD100916,2024-09-12,CUST1280,42.0,Female,Vacuum Cleaner,Home,2,158.71,317.42
ORD100201,2024-09-12,CUST1072,20.0,Male,Backpack,Clothing,3,36.23,108.69
ORD100862,2024-09-14,CUST1255,60.0,Female,Jeans,Clothing,1,79.98,79.98
ORD100807,2024-09-14,CUST1256,51.0,Male,Dumbbells,Sports,3,23.79,71.37
ORD101165,2024-09-14,CUST1132,55.0,Male,Smartphone,Electronics,1,472.96,472.96
ORD100850,2024-09-15,CUST1130,54.0,Male,Backpack,Clothing,1,22.05,22.05
ORD100275,2024-09-16,CUST1091,33.0,Male,Sneakers,Clothing,2,72.97,145.94
ORD100003,2024-09-17,CUST1252,45.0,Female,Hair Dryer,Beauty,2,110.11,220.22
ORD101108,2024-09-18,CUST1142,42.0,Male,Face Wash,Beauty,2,104.4,208.8
ORD100258,2024-09-21,CUST1182,33.0,Female,Backpack,Clothing,2,27.89,55.78
ORD100558,2024-09-21,CUST1260,28.0,Male,Laptop,Electronics,4,436.49,1745.96
ORD100779,2024-09-22,CUST1208,33.0,Male,Hair Dryer,Beauty,1,29.24,29.24
ORD101106,2024-09-22,CUST1222,50.0,Female,Laptop,Electronics,2,172.57,345.14
ORD100595,2024-09-22,CUST1029,41.0,Male,Running Shoes,Sports,1,93.73,93.73
ORD100700,2024-09-23,CUST1107,64.0,Male,Backpack,Clothing,1,163.38,163.38
ORD100734,2024-09-23,CUST1051,36.0,Male,T-Shirt,Clothing,2,159.51,319.02
ORD100021,2024-09-23,CUST1342,23.0,Female,Jacket,Clothing,1,38.41,38.41
ORD100029,2024-09-24,CUST1310,64.0,Male,Jacket,Clothing,1,71.26,71.26
ORD100650,2024-09-24,CUST1104,56.0,Female,Sneakers,Clothing,1,70.36,70.36
ORD100463,2024-09-26,CUST1132,21.0,Female,Moisturizer,Beauty,1,140.19,140.19
ORD100172,2024-09-26,CUST1116,59.0,Male,Laptop,Electronics,1,384.2,384.2
ORD100078,2024-09-26,CUST1198,25.0,Female,Smartphone,Electronics,1,887.09,887.09
ORD100190,2024-09-27,CUST1091,22.0,Male,Smartphone,Electronics,4,508.92,2035.68
ORD100693,2024-09-27,CUST1220,59.0,Male,Jeans,Clothing,2,56.84,113.68
ORD100499,2024-09-27,CUST1021,30.0,Male,Dumbbells,Sports,1,195.81,195.81
ORD100528,2024-09-29,CUST1229,23.0,Male,Bookshelf,Home,1,224.37,224.37
ORD100576,2024-09-29,CUST1196,55.0,Female,Running Shoes,Sports,2,282.15,564.3
ORD100389,2024-09-29,CUST1322,51.0,Male,Hair Dryer,Beauty,1,122.9,122.9
ORD100237,2024-09-29,CUST1301,34.0,Female,Desk Lamp,Home,4,166.3,665.2
ORD100361,2024-09-29,CUST1342,28.0,Female,Bookshelf,Home,1,26.85,26.85
ORD100095,2024-09-29,CUST1176,46.0,Female,Moisturizer,Beauty,2,43.83,87.66
ORD100539,2024-09-30,CUST1074,23.0,Female,Jeans,Clothing,1,164.03,164.03
ORD101154,2024-10-01,CUST1063,43.0,Male,T-Shirt,Clothing,1,133.97,133.97
ORD100834,2024-10-01,CUST1069,64.0,Female,Tablet,Electronics,3,667.25,2001.75
ORD100646,2024-10-02,CUST1011,60.0,Male,Cricket Bat,Sports,3,18.71,56.13
ORD101133,2024-10-03,CUST1234,64.0,Female,Smartphone,Electronics,1,55.51,55.51
ORD100368,2024-10-04,CUST1159,30.0,Female,Yoga Mat,Sports,1,263.53,263.53
ORD100663,2024-10-04,CUST1115,49.0,Male,T-Shirt,Clothing,5,139.81,699.05
ORD100262,2024-10-04,CUST1260,43.0,Female,Cricket Bat,Sports,4,293.57,1174.28
ORD101198,2024-10-05,CUST1104,38.0,Male,Cricket Bat,Sports,1,185.93,185.93
ORD100421,2024-10-05,CUST1105,56.0,Female,Shampoo,Beauty,1,90.82,90.82
ORD100835,2024-10-05,CUST1085,26.0,Female,Sneakers,Clothing,2,83.03,166.06
ORD100957,2024-10-07,CUST1084,58.0,Female,Sneakers,Clothing,1,48.96,48.96
ORD100864,2024-10-08,CUST1038,47.0,Female,Vacuum Cleaner,Home,4,180.76,723.04
ORD100633,2024-10-08,CUST1323,30.0,Male,Jacket,Clothing,1,76.62,76.62
ORD100791,2024-10-09,CUST1330,56.0,Male,Tablet,Electronics,4,773.31,3093.24
ORD101164,2024-10-09,CUST1242,34.0,Male,Moisturizer,Beauty,1,127.61,127.61
ORD100145,2024-10-09,CUST1323,56.0,Female,Vacuum Cleaner,Home,5,335.83,1679.15
ORD100278,2024-10-09,CUST1338,25.0,Female,Sneakers,Clothing,1,85.5,85.5
ORD100921,2024-10-10,CUST1090,39.0,Male,Cricket Bat,Sports,1,164.84,164.84
ORD100116,2024-10-10,CUST1259,42.0,Male,Running Shoes,Sports,2,197.29,394.58
ORD100487,2024-10-10,CUST1216,20.0,Female,Smartwatch,Electronics,1,824.29,824.29
ORD100283,2024-10-10,CUST1159,51.0,Male,Vacuum Cleaner,Home,1,73.36,73.36
ORD101185,2024-10-11,CUST1041,58.0,Male,Headphones,Electronics,1,339.55,339.55
ORD100106,2024-10-11,CUST1134,63.0,Male,Laptop,Electronics,2,135.36,270.72
ORD100346,2024-10-12,CUST1264,18.0,Female,Jacket,Clothing,1,162.06,162.06
ORD100625,2024-10-12,CUST1256,50.0,Female,T-Shirt,Clothing,2,105.35,210.7
ORD100457,2024-10-13,CUST1049,34.0,Male,Headphones,Electronics,1,1079.04,1079.04
ORD100805,2024-10-15,CUST1195,65.0,Female,Vacuum Cleaner,Home,3,342.43,1027.29
ORD100231,2024-10-17,CUST1169,58.0,Female,Hair Dryer,Beauty,1,115.83,115.83
ORD100495,2024-10-18,CUST1181,35.0,Female,Jeans,Clothing,1,75.47,75.47
ORD100691,2024-10-19,CUST1133,35.0,Male,Bookshelf,Home,3,37.22,111.66
ORD100777,2024-10-20,CUST1293,45.0,Female,Headphones,Electronics,1,924.48,924.48
ORD100992,2024-10-20,CUST1257,20.0,Male,Jeans,Clothing,1,66.71,66.71
ORD100362,2024-10-20,CUST1327,26.0,Male,Sneakers,Clothing,2,175.16,350.32
ORD100764,2024-10-20,CUST1139,48.0,,Perfume,Beauty,3,98.97,296.91
ORD100303,2024-10-21,CUST1049,27.0,Male,Jacket,Clothing,3,109.11,327.33
ORD100315,2024-10-22,CUST1254,55.0,Female,Shampoo,Beauty,5,29.01,145.05
ORD101091,2024-10-22,CUST1337,32.0,Female,Yoga Mat,Sports,2,208.51,417.02
ORD101066,2024-10-23,CUST1078,19.0,Male,Moisturizer,Beauty,2,130.54,261.08
ORD100790,2024-10-24,CUST1208,59.0,Male,Cricket Bat,Sports,3,285.52,856.56
ORD100025,2024-10-24,CUST1018,46.0,Male,Sneakers,Clothing,5,23.1,115.5
ORD100327,2024-10-24,CUST1149,57.0,Male,Backpack,Clothing,1,19.82,19.82
ORD100154,2024-10-24,CUST1313,30.0,Female,Backpack,Clothing,2,148.84,297.68
ORD101055,2024-10-26,CUST1123,37.0,Male,Yoga Mat,Sports,1,146.63,146.63
ORD100913,2024-10-26,CUST1208,28.0,Female,Backpack,Clothing,2,104.07,208.14
ORD100616,2024-10-27,CUST1047,38.0,Female,Football,Sports,3,115.97,347.91
ORD100589,2024-10-28,CUST1289,64.0,Male,Tablet,Electronics,3,277.78,833.34
ORD100642,2024-10-30,CUST1186,63.0,Male,Vacuum Cleaner,Home,4,191.7,766.8
ORD100084,2024-10-31,CUST1078,49.0,Male,Smartphone,Electronics,2,434.87,869.74
ORD100755,2024-11-01,CUST1326,42.0,Female,Tablet,Electronics,1,272.65,272.65
ORD100233,2024-11-01,CUST1325,43.0,Male,Jacket,Clothing,1,161.24,161.24
ORD101097,2024-11-01,CUST1206,28.0,Female,Smartwatch,Electronics,3,707.47,2122.41
ORD100733,2024-11-02,CUST1278,50.0,Male,T-Shirt,Clothing,1,60.19,60.19
ORD101187,2024-11-02,CUST1173,61.0,Female,Jacket,Clothing,1,83.64,83.64
ORD100953,2024-11-02,CUST1326,45.0,Male,Tablet,Electronics,1,988.01,988.01
ORD100943,2024-11-02,CUST1151,38.0,Male,T-Shirt,Clothing,1,135.7,135.7
ORD100586,2024-11-03,CUST1137,45.0,Male,Smartphone,Electronics,1,787.73,787.73
ORD100034,2024-11-03,CUST1201,51.0,Male,Cricket Bat,Sports,4,272.53,1090.12
ORD100964,2024-11-04,CUST1347,31.0,Male,Desk Lamp,Home,1,34.26,34.26
ORD100820,2024-11-04,CUST1044,65.0,Male,Bookshelf,Home,5,210.07,1050.35
ORD100742,2024-11-04,CUST1251,38.0,Male,Desk Lamp,Home,2,332.54,665.08
ORD100837,2024-11-05,CUST1069,25.0,Female,Yoga Mat,Sports,2,152.45,304.9
ORD100219,2024-11-05,CUST1176,40.0,Male,Backpack,Clothing,1,21.46,21.46
ORD101029,2024-11-06,CUST1086,26.0,Male,Coffee Maker,Home,1,325.25,325.25
ORD100922,2024-11-07,CUST1060,42.0,Male,Jacket,Clothing,1,52.42,52.42
ORD100137,2024-11-07,CUST1077,39.0,Male,Jeans,Clothing,1,115.83,115.83
ORD100455,2024-11-09,CUST1204,54.0,Male,Laptop,Electronics,1,869.44,869.44
ORD101161,2024-11-10,CUST1092,30.0,Female,Hair Dryer,Beauty,1,139.96,139.96
ORD100176,2024-11-12,CUST1031,40.0,Female,Smartphone,Electronics,1,1040.94,1040.94
ORD100290,2024-11-13,CUST1210,24.0,Female,Jeans,Clothing,2,38.62,77.24
ORD100525,2024-11-13,CUST1297,27.0,Female,Shampoo,Beauty,2,102.7,205.4
ORD100067,2024-11-13,CUST1074,51.0,Female,Tablet,Electronics,1,561.82,561.82
ORD100375,2024-11-16,CUST1090,33.0,Male,Smartphone,Electronics,1,653.15,653.15
ORD101153,2024-11-17,CUST1103,56.0,Male,Sneakers,Clothing,4,21.9,87.6
ORD100651,2024-11-17,CUST1046,59.0,Male,Smartphone,Electronics,4,850.04,3400.16
ORD101136,2024-11-18,CUST1093,44.0,Female,Tablet,Electronics,2,57.99,115.98
ORD100072,2024-11-19,CUST1327,25.0,Male,Tablet,Electronics,1,93.5,93.5
ORD100063,2024-11-20,CUST1108,42.0,Male,Hair Dryer,Beauty,2,87.4,174.8
ORD100246,2024-11-20,CUST1047,56.0,Male,Cricket Bat,Sports,4,162.41,649.64
ORD101063,2024-11-20,CUST1191,64.0,Female,Hair Dryer,Beauty,3,77.49,232.47
ORD100132,2024-11-22,CUST1232,60.0,Female,Tablet,Electronics,1,1092.56,1092.56
ORD100394,2024-11-22,CUST1330,19.0,Female,Moisturizer,Beauty,4,110.69,442.76
ORD100401,2024-11-22,CUST1314,61.0,Male,Tablet,Electronics,1,709.37,709.37
ORD100270,2024-11-22,CUST1039,37.0,Female,Bookshelf,Home,1,135.58,135.58
ORD100127,2024-11-23,CUST1334,29.0,Male,Face Wash,Beauty,5,65.79,328.95
ORD101162,2024-11-24,CUST1190,45.0,Male,Smartphone,Electronics,3,479.9,1439.7
ORD100871,2024-11-24,CUST1225,59.0,Female,Desk Lamp,Home,5,275.85,1379.25
ORD100730,2024-11-25,CUST1026,41.0,Female,Laptop,Electronics,1,78.06,78.06
ORD100876,2024-11-25,CUST1048,65.0,Male,Headphones,Electronics,4,950.44,3801.76
ORD100010,2024-11-25,CUST1076,36.0,Female,Shampoo,Beauty,2,89.97,179.94
ORD100111,2024-11-26,CUST1211,20.0,Female,Vacuum Cleaner,Home,3,78.46,235.38
ORD101044,2024-11-28,CUST1084,30.0,Female,Jeans,Clothing,2,56.15,112.3
ORD100611,2024-11-29,CUST1246,36.0,Male,Smartphone,Electronics,3,307.09,921.27
ORD100208,2024-11-29,CUST1239,44.0,Female,Sneakers,Clothing,5,149.4,747.0
ORD100608,2024-11-29,CUST1163,18.0,Female,Coffee Maker,Home,2,280.69,561.38
ORD100442,2024-11-29,CUST1218,54.0,Male,Running Shoes,Sports,3,49.19,147.57
ORD100186,2024-11-30,CUST1039,48.0,Male,T-Shirt,Clothing,1,25.69,25.69
ORD100605,2024-12-01,CUST1141,59.0,Male,Smartphone,Electronics,1,665.02,665.02
ORD100978,2024-12-01,CUST1228,64.0,Female,Headphones,Electronics,1,1066.56,1066.56
ORD100910,2024-12-01,CUST1319,36.0,Male,Vacuum Cleaner,Home,5,282.88,1414.4
ORD100527,2024-12-02,CUST1123,60.0,Female,Vacuum Cleaner,Home,1,316.08,316.08
ORD100640,2024-12-02,CUST1299,33.0,Female,Desk Lamp,Home,1,216.18,216.18
ORD100571,2024-12-03,CUST1255,26.0,Female,Jeans,Clothing,2,59.49,118.98
ORD100552,2024-12-03,CUST1143,59.0,Female,Football,Sports,2,36.77,73.54
ORD100655,2024-12-04,CUST1187,20.0,Male,Coffee Maker,Home,2,166.23,332.46
ORD100849,2024-12-04,CUST1343,19.0,Male,Jacket,Clothing,1,95.26,95.26
ORD100227,2024-12-05,CUST1098,25.0,Male,Cricket Bat,Sports,2,79.49,158.98
ORD100412,2024-12-05,CUST1103,23.0,Female,Cricket Bat,Sports,3,217.38,652.14
ORD100534,2024-12-06,CUST1247,44.0,Male,T-Shirt,Clothing,2,130.6,261.2
ORD100260,2024-12-07,CUST1179,42.0,Male,Laptop,Electronics,3,1167.55,3502.65
ORD100800,2024-12-08,CUST1166,27.0,Male,Cricket Bat,Sports,1,66.36,66.36
ORD100821,2024-12-08,CUST1028,62.0,Male,Moisturizer,Beauty,2,62.99,125.98
ORD101195,2024-12-09,CUST1335,37.0,Female,Smartphone,Electronics,1,488.01,488.01
ORD100515,2024-12-09,CUST1049,61.0,Male,Tablet,Electronics,2,1119.74,2239.48
ORD100218,2024-12-12,CUST1123,25.0,Male,Moisturizer,Beauty,1,123.97,123.97
ORD100209,2024-12-14,CUST1133,50.0,Female,Smartphone,Electronics,1,846.06,846.06
ORD100789,2024-12-17,CUST1299,27.0,Male,T-Shirt,Clothing,1,71.49,71.49
ORD100199,2024-12-17,CUST1252,55.0,Female,Dumbbells,Sports,1,54.58,54.58
ORD100524,2024-12-17,CUST1243,51.0,Female,Hair Dryer,Beauty,1,14.11,14.11
ORD100917,2024-12-18,CUST1305,57.0,Male,Bookshelf,Home,2,232.01,464.02
